Date,Temp_Max(° F),Temp_Avg(° F),Temp_Min(° F),Dew_Max(° F),Dew_Avg(° F),Dew_Min(° F),Humidity_Max(%),Humidity_Avg(%),Humidity_Min(%),Wind_Speed_Max(mph),Wind_Speed_Avg(mph),Wind_Speed_Min(mph),Pressure_Max(Hg),Pressure_Avg(Hg),Pressure_Min(Hg),Precipitation(in)
2020-07-01,      70, 62.0, 54,        63, 56.7, 50,      100, 83.1, 59,    18, 9.0, 3,      29.6, 29.6, 29.6,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-02,      68, 61.0, 55,        61, 57.8, 54,      100, 90.1, 68,    14, 5.9, 1,      29.8, 29.7, 29.6,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-03,      70, 62.5, 55,        59, 55.1, 52,      100, 78.1, 56,    18, 9.0, 1,      29.9, 29.9, 29.8,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-04,      64, 62.3, 59,        61, 57.5, 52,      94, 85.3, 68,     18, 13.3, 5,     29.9, 29.8, 29.7,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-05,      72, 64.8, 57,        63, 59.3, 50,      100, 82.5, 57,    22, 14.3, 5,     29.7, 29.7, 29.6,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-06,      63, 57.5, 52,        54, 50.4, 46,      94, 77.3, 59,     22, 13.8, 8,     29.9, 29.8, 29.6,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-07,      66, 56.9, 50,        52, 48.5, 46,      94, 75.1, 49,     20, 10.1, 6,     30.0, 30.0, 29.9,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-08,      63, 57.7, 50,        52, 48.1, 45,      94, 72.7, 52,     13, 7.8, 1,      29.9, 29.9, 29.9,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-09,      57, 53.1, 48,        55, 51.1, 46,      100, 92.8, 77,    10, 4.6, 1,      29.9, 29.9, 29.8,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-10,     61, 55.5, 52,        55, 52.1, 48,      100, 88.7, 67,    17, 8.7, 2,      29.9, 29.8, 29.6,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-11,     66, 56.4, 46,        52, 47.8, 45,      100, 75.4, 49,    16, 9.6, 2,      30.2, 30.1, 30.0,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-12,     68, 58.2, 45,        50, 47.5, 45,      100, 70.6, 46,    15, 7.3, 0,      30.3, 30.3, 30.2,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-13,     72, 60.5, 46,        54, 48.9, 45,      100, 68.6, 43,    10, 4.8, 0,      30.3, 30.1, 30.0,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-14,     70, 60.4, 54,        59, 53.9, 50,      100, 80.6, 56,    13, 5.5, 1,      30.0, 29.9, 29.8,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-15,     68, 61.6, 57,        57, 53.2, 50,      100, 75.5, 52,    16, 6.1, 1,      29.9, 29.8, 29.8,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-16,     70, 61.5, 54,        54, 50.6, 41,      94, 69.3, 35,     8,   4.3, 1,     30.0, 29.9, 29.9,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-17,     75, 63.5, 48,        57, 51.3, 45,      100, 68.4, 41,    9,   4.1, 0,     30.1, 30.0, 30.0,   0.00,   Hamburg,    Hamburg,    Germany
2020-07-18,     79, 67.7, 54,        59, 54.3, 52,      100, 64.8, 39,    9,   4.3, 1,     30.1, 30.0, 30.0,   0.00,   Hamburg,    Hamburg,    Germany
